Code,Title,id
XA1RK2,Eyelashes,13841
XA9N28,Beard hair,13842
XA1WH2,Body hair,13843
XA12U4,Pubic hair,13844
XA4S72,Nail apparatus,13845
XA4KT3,Nail matrix,13846
XA5LM0,Germinal matrix,13847
XA0060,Sterile matrix,13848
XA6Q52,Nail,13849
XA9E36,Toenail,13850
XA1RE3,Great toenail,13851
XA64R9,Lunula of great toe,13852
XA0HX8,Nail bed of great toe,13853
XA47T1,Nail plate of great toe,13854
XA7GG3,Second toenail,13855
XA9439,Lunula of second toe,13856
XA7B22,Nail bed of second toe,13857
XA1WQ6,Nail plate of second toe,13858
XA3D73,Third toenail,13859
XA9UL1,Lunula of third toe,13860
XA6189,Nail bed of third toe,13861
XA3LW9,Nail plate of third toe,13862
XA6TS5,Fourth toenail,13863
XA2PD3,Lunula of fourth toe,13864
XA65U3,Nail bed of fourth toe,13865
XA8F87,Nail plate of fourth toe,13866
XA3VM6,Fifth toenail,13867
XA1PK7,Lunula of fifth toe,13868
XA9L52,Nail bed of fifth toe,13869
XA4U10,Nail plate of fifth toe,13870
XA0EH9,Fingernails,13871
XA40D9,Index fingernail,13872
XA1GS3,Lunula of index finger,13873
XA1SB3,Nail bed of index finger,13874
XA2XE0,Nail plate of index finger,13875
XA9YZ9,Middle fingernail,13876
XA8VS0,Lunula of middle finger,13877
XA2A53,Nail bed of middle finger,13878
XA10T8,Nail plate of middle finger,13879
XA6Y59,Ring fingernail,13880
XA4P58,Lunula of ring finger,13881
XA3MW5,Nail bed of ring finger,13882
XA3PS0,Nail plate of ring finger,13883
XA29K9,Little fingernail,13884
XA3R66,Lunula of little finger,13885
XA6HB9,Nail bed of little finger,13886
XA4A79,Nail plate of little finger,13887
XA5PD5,Thumbnail,13888
XA6DM1,Lunula of thumb,13889
XA9N39,Nail bed of thumb,13890
XA5V24,Nail plate of thumb,13891
XA5US0,Perionychium,13892
XA1ES4,Eponychium,13893
XA0NS1,Hyponychium,13894
XA63U7,Eccrine gland,13895
XA6PJ1,Acrosyringium,13896
XA7P52,Eccrine sweat duct,13897
XA5VA9,Eccrine sweat coil,13898
XA1QT7,Dermis,13899
XA4LG9,Papillary dermis,13900
XA2Q30,Reticular dermis,13901
XA2013,Hypodermis,13902
XA5CS6,Subcutaneous fat,13903
XA4S38,Musculoskeletal system,13904
XA4S38,Bones,13905
XA4S38,Axial skeleton,13906
XA4RY5,Bones of the head,13907
XA1RZ4,Cranial Bones,13908
XA0E94,Base of the skull,13909
XA2BH0,Calvarium,13910
XA2SR4,Ethmoid bone,13911
XA6ZM9,Frontal bone,13912
XA5JA2,Occipital bone,13913
XA4RS9,Occipital condyle,13914
XA33W1,Occiput,13915
XA2J87,Parietal bone,13916
XA63R0,Sphenoid bone,13917
XA2P19,Temporal bone,13918
XA68N3,Mastoid,13919
XA1E15,Petrous bone,13920
XA3Y16,Facial bones,13921
XA5CQ0,Hyoid bone,13922
XA6UV6,Inferior nasal conchae,13923
XA9GZ6,Lacrimal bone,13924
XA4319,Palatine bone,13925
XA14T2,Vomer bone,13926
XA8N32,Zygomatic bone,13927
XA51B7,Mandible,13928
XA3B77,Alveolar border of body of mandible,13929
XA0M61,Angle of mandible,13930
XA98M7,Condylar process of the mandible,13931
XA7919,Subcondylar process of mandible,13932
XA24B3,Coronoid process of the mandible,13933
XA5969,Ramus of mandible,13934
XA2SM2,Temporomandibular joint,13935
XA8JR9,Symphysis of mandible,13936
XA0NC8,Inferior maxilla,13937
XA7VK5,Maxilla,13938
XA8E16,Nasal bone,13939
XA88P5,"Jaw, unspecified",13940
XA5J55,Vertebral column,13941
XA7MS2,Vertebra,13942
XA9ZW8,Cervical vertebra,13943
XA2XE8,Atlas,13944
XA0KQ4,Posterior arch of first cervical vertebra,13945
XA1304,Lateral mass of first cervical vertebra,13946
XA17N0,Axis,13947
XA5W02,Odontoid process,13948
XA2W05,Third cervical vertebra,13949
XA51V4,Arch of third cervical vertebra,13950
XA4UV1,Body of third cervical vertebra,13951
XA8CG0,Processes of third cervical vertebra,13952
XA3RE9,Fourth cervical vertebra,13953
XA24X7,Arch of fourth cervical vertebra,13954
XA3GT0,Body of fourth cervical vertebra,13955
XA75V3,Processes of fourth cervical vertebra,13956
XA9C12,Fifth cervical vertebra,13957
XA1PJ5,Arch of fifth cervical vertebra,13958
XA1BS2,Body of fifth cervical vertebra,13959
XA2FY7,Processes of fifth cervical vertebra,13960
XA5S79,Sixth cervical vertebra,13961
XA8W16,Arch of sixth cervical vertebra,13962
XA9Q12,Body of sixth cervical vertebra,13963
XA60Z0,Processes of sixth cervical vertebra,13964
XA34U8,Seventh cervical vertebra,13965
XA05M5,Arch of seventh cervical vertebra,13966
XA1JS3,Body of seventh cervical vertebra,13967
XA91D7,Processes of seventh cervical vertebra,13968
XA6E88,Thoracic vertebra,13969
XA3F93,First thoracic vertebra,13970
XA7UP5,Arch of first thoracic vertebra,13971
XA8PH0,Body of first thoracic vertebra,13972
XA1AX4,Processes of first thoracic vertebra,13973
XA8QS0,Second thoracic vertebra,13974
XA2VV9,Arch of second thoracic vertebra,13975
XA3Z42,Body of second thoracic vertebra,13976
XA6T61,Processes of second thoracic vertebra,13977
XA1Z15,Third thoracic vertebra,13978
XA2SM3,Arch of third thoracic vertebra,13979
XA35A0,Body of third thoracic vertebra,13980
XA41U9,Processes of third thoracic vertebra,13981
XA0C31,Fourth thoracic vertebra,13982
XA22W3,Arch of fourth thoracic vertebra,13983
XA3J42,Body of fourth thoracic vertebra,13984
XA1WL4,Processes of fourth thoracic vertebra,13985
XA3PH5,Fifth thoracic vertebra,13986
XA28A7,Arch of fifth thoracic vertebra,13987
XA8W59,Body of fifth thoracic vertebra,13988
XA0449,Processes of fifth thoracic vertebra,13989
XA45S2,Sixth thoracic vertebra,13990
XA29X2,Arch of sixth thoracic vertebra,13991
XA0YY2,Body of sixth thoracic vertebra,13992
XA1R53,Processes of sixth thoracic vertebra,13993
XA59Y3,Seventh thoracic vertebra,13994
XA54G1,Arch of seventh thoracic vertebra,13995
XA62Y3,Body of seventh thoracic vertebra,13996
XA1CQ7,Processes of seventh thoracic vertebra,13997
XA8NQ5,Eighth thoracic vertebra,13998
XA3PL7,Arch of eighth thoracic vertebra,13999
XA5JX9,Body of eighth thoracic vertebra,14000
XA1SD8,Processes of eighth thoracic vertebra,14001
XA3E70,Ninth thoracic vertebra,14002
XA9N69,Arch of ninth thoracic vertebra,14003
XA2X21,Body of ninth thoracic vertebra,14004
XA5SW1,Processes of ninth thoracic vertebra,14005
XA0AV7,Tenth thoracic vertebra,14006
XA7LF7,Arch of tenth thoracic vertebra,14007
XA6VP6,Body of tenth thoracic vertebra,14008
XA7122,Processes of tenth thoracic vertebra,14009
XA7T69,Eleventh thoracic vertebra,14010
XA98R9,Arch of eleventh thoracic vertebra,14011
XA91J0,Body of eleventh thoracic vertebra,14012
XA92Q6,Processes of eleventh thoracic vertebra,14013
XA69W5,Twelfth thoracic vertebra,14014
XA15N3,Arch of twelfth thoracic vertebra,14015
XA1401,Body of twelfth thoracic vertebra,14016
XA2D62,Processes of twelfth thoracic vertebra,14017
XA0D60,Lumbar vertebra,14018
XA3291,First lumbar vertebra,14019
XA8AX7,Arch of first lumbar vertebra,14020
XA9E61,Body of first lumbar vertebra,14021
XA4U01,Processes of first lumbar vertebra,14022
XA2GH9,Second lumbar vertebra,14023
XA24M1,Arch of second lumbar vertebra,14024
XA5079,Body of second lumbar vertebra,14025
XA52T1,Processes of second lumbar vertebra,14026
XA3N97,Third lumbar vertebra,14027
XA3G24,Arch of third lumbar vertebra,14028
XA0TL0,Body of third lumbar vertebra,14029
XA80X7,Processes of third lumbar vertebra,14030
XA9A53,Fourth lumbar vertebra,14031
XA7CH7,Arch of fourth lumbar vertebra,14032
XA4145,Body of fourth lumbar vertebra,14033
XA38A4,Processes of fourth lumbar vertebra,14034
XA9641,Fifth lumbar vertebra,14035
XA2JV2,Arch of fifth lumbar vertebra,14036
XA5886,Body of fifth lumbar vertebra,14037
XA4PS3,Processes of fifth lumbar vertebra,14038
XA14W3,Sacrum,14039
XA4V28,Coccyx,14040
XA02R1,Intervertebral disc or space,14041
XA8D30,Cervical discs or space,14042
XA9Z06,Cervical intervertebral disc or space C1-C2,14043
XA18M2,Cervical intervertebral disc or space C2-C3,14044
XA94K2,Cervical intervertebral disc or space C3-C4,14045
XA3623,Cervical intervertebral disc or space C4-C5,14046
XA1X49,Cervical intervertebral disc or space C5-C6,14047
XA16L1,Cervical intervertebral disc or space C6-C7,14048
XA2SG0,Cervicothoracic disc or space C7-T1,14049
XA1N54,Thoracic discs or space,14050
XA4722,Thoracic intervertebral disc or space T1-T2,14051
XA6KQ8,Thoracic intervertebral disc or space T2-T3,14052
XA6CX2,Thoracic intervertebral disc or space T3-T4,14053
XA0NE8,Thoracic intervertebral disc or space T4-T5,14054
XA7PD1,Thoracic intervertebral disc or space T5-T6,14055
XA4TP2,Thoracic intervertebral disc or space T6-T7,14056
XA7117,Thoracic intervertebral disc or space T7-T8,14057
XA9PW9,Thoracic intervertebral disc or space T8-T9,14058
XA8E13,Thoracic intervertebral disc or space T9-T10,14059
XA6HY9,Thoracic intervertebral disc or space T10-T11,14060
XA5LG2,Thoracic intervertebral disc or space T11-T12,14061
XA97A4,Thoracolumbar intervertebral disc or space T12-L1,14062
XA54S5,Lumbar discs or space,14063
XA7RD5,Lumbar intervertebral disc or space L1-L2,14064
XA8DG2,Lumbar intervertebral disc or space L2-L3,14065
XA1F44,Lumbar intervertebral disc or space L3-L4,14066
XA2N96,Lumbar intervertebral disc or space L4-L5,14067
XA54R2,Lumbosacral intervertebral disc or space L5-S1,14068
XA2Y58,Intervertebral disc,14069
XA8WM9,Nucleus pulposus,14070
XA10M1,Annulus fibrosus,14071
XA5VB6,Bones of the thorax,14072
XA5TK7,Rib,14073
XA98Q1,First rib,14074
XA7XY2,Second rib,14075
XA2U21,Third rib,14076
XA4SQ6,Fourth rib,14077
XA31L8,Fifth rib,14078
XA63Z2,Sixth rib,14079
XA2WC3,Seventh rib,14080
XA9WQ3,Eighth rib,14081
XA31V8,Ninth rib,14082
XA54R4,Tenth rib,14083
XA3VH4,Eleventh rib,14084
XA6W52,Twelfth rib,14085
XA6NB3,Sternum,14086
XA3M45,Body of sternum,14087
XA0K13,Manubrium,14088
XA2RB7,Xiphoid,14089
XA4N47,Bones of the pelvis,14090
XA8Y23,Pelvis,14091
XA5FT5,Ilium,14092
XA4743,Iliac crest,14093
XA5L47,Ischium,14094
XA82W3,Pubis,14095
XA1XZ3,Superior pubic ramus,14096
XA4VB9,Inferior pubic ramus,14097
XA6Z32,Acetabulum,14098
XA4TM1,Peripheral skeleton,14099
XA7R53,Bones of the upper extremity,14100
XA2AL0,Bones of the shoulder girdle,14101
XA6384,Clavicle,14102
XA76N8,Sternal end of clavicle,14103
XA4PT6,Shaft of the clavicle,14104
XA09P2,Acromial end of clavicle,14105
XA53X6,Scapula,14106
XA2HS8,Neck of the scapula,14107
XA1216,Glenoid cavity of the scapula,14108
XA2Y48,Coracoid process of the scapula,14109
XA3664,Acromion,14110
XA2XL4,Humerus,14111
XA4VY5,Head of the humerus,14112
XA0XN0,Anatomical neck of the humerus,14113
XA6FR2,Surgical neck of the humerus,14114
XA7144,Greater tuberosity of the humerus,14115
XA72X2,Lesser tuberosity of the humerus,14116
XA4RN8,Shaft of the humerus,14117
XA3RE0,Condyle of the humerus,14118
XA11M8,Capitulum of humerus,14119
XA9LK4,Trochlea of humerus,14120
XA6EF8,Lateral epicondyle of the humerus,14121
XA4097,Medial epicondyle of the humerus,14122
XA3WG1,Radius,14123
XA2N25,Radial head,14124
XA0ZF7,Radial neck,14125
XA35U4,Shaft of radius,14126
XA6YE5,Radial groove,14127
XA3MH2,Styloid process of radius,14128
XA4X32,Lower end of radius not otherwise specified,14129
XA76U7,Upper end of radius not otherwise specified,14130
XA5007,Ulna,14131
XA0NS5,Coronoid process of the ulna,14132
XA0725,Lower end of ulna not otherwise specified,14133
XA5VA1,Olecranon process of the ulna,14134
XA8U33,Shaft of the ulna,14135
XA05C5,Styloid process of the ulna,14136
XA6SV9,Upper end of ulna not otherwise specified,14137
XA09H2,Carpal bones,14138
XA7480,Scaphoid bone,14139
XA8E71,Distal pole of scaphoid,14140
XA1GV4,Distal third of the scaphoid bone,14141
XA3ZG5,Middle third of the scaphoid bone,14142
XA5ZE5,Proximal third of the scaphoid bone,14143
XA30C8,Lunate bone,14144
XA4A64,Triquetrum bone,14145
XA8SZ6,Pisiform bone,14146
XA7XM2,Trapezium bone,14147
XA9DH2,Trapezoid bone,14148
XA06T2,Capitate bone,14149
XA8488,Hamate bone,14150
XA97A0,Hook of hamate,14151
XA0GJ4,Carpal tunnel,14152
XA22M5,Base of other carpal bone,14153
XA9640,Neck of other carpal bone,14154
XA5TX9,Shaft of other carpal bone,14155
XA3YX4,Metacarpal bone,14156
XA58X4,First metacarpal,14157
XA12D2,Head of the first metacarpal bone,14158
XA8J87,Neck of the first metacarpal bone,14159
XA5N95,Shaft of the first metacarpal bone,14160
XA2P67,Base of the first metacarpal bone,14161
XA5HE0,Second metacarpal,14162
XA93C5,Head of the second metacarpal bone,14163
XA8KU0,Neck of the second metacarpal bone,14164
XA4RC8,Shaft of the second metacarpal bone,14165
XA37V2,Base of the second metacarpal bone,14166
XA7J93,Third metacarpal,14167
XA6442,Head of the third metacarpal bone,14168
XA50H4,Neck of the third metacarpal bone,14169
XA8BP2,Shaft of the third metacarpal bone,14170
XA8NK6,Base of the third metacarpal bone,14171
XA9KB7,Fourth metacarpal,14172
XA8X42,Head of the fourth metacarpal bone,14173
XA9NT7,Neck of the fourth metacarpal bone,14174
XA4CP7,Shaft of the fourth metacarpal bone,14175
XA3ZF8,Base of the fourth metacarpal bone,14176
XA88S1,Fifth metacarpal,14177
XA3Z46,Head of the fifth metacarpal bone,14178
XA16Y6,Neck of the fifth metacarpal bone,14179
XA92G8,Shaft of the fifth metacarpal bone,14180
XA65Y7,Base of the fifth metacarpal bone,14181
XA3PA7,Phalanx of the hand,14182
XA0HH1,Proximal phalanx of the hand,14183
XA25U2,Proximal phalanx of index finger,14184
XA6ET0,Proximal phalanx of middle finger,14185
XA9MR0,Proximal phalanx of ring finger,14186
XA73Q6,Proximal phalanx of little finger,14187
XA0903,Proximal phalanx of thumb,14188
XA89G7,Middle phalanx of hand,14189
XA3JL6,Middle phalanx of index finger,14190
XA5910,Middle phalanx of middle finger,14191
XA8N14,Middle phalanx of ring finger,14192
XA6HX0,Middle phalanx of little finger,14193
XA7LS3,Distal phalanx of the hand,14194
XA54X0,Distal phalanx of index finger,14195
XA8NR0,Distal phalanx of middle finger,14196
XA51S6,Distal phalanx of ring finger,14197
XA32G6,Distal phalanx of little finger,14198
XA70H5,Distal phalanx of thumb,14199
XA5D87,"Bone of finger, not elsewhere classified",14200
XA95Q5,"Bone of thumb, not elsewhere classified",14201
XA2T04,Bones of the lower extremity,14202
XA6BA0,Femur,14203
XA96S5,Femoral head,14204
XA1673,Femoral neck,14205
XA32G0,Trochanter,14206
XA1VJ3,Greater trochanter of femur,14207
XA9TD9,Lesser trochanter of femur,14208
XA9JB2,Intertrochanteric crest of femur,14209
XA4AF2,Femoral shaft,14210
XA6UG0,Femoral condyle,14211
XA2BJ0,Femoral epiphysis,14212
XA00N4,Pertrochanter,14213
XA5EL8,Subtrochanteric line of femur,14214
XA4T36,Patella,14215
XA44U1,Tibia,14216
XA5RE8,Tibial condyle,14217
XA87A0,Lateral condyle of tibia,14218
XA7Y69,Medial condyle of tibia,14219
XA3DL5,Tibial tuberosity,14220
XA66B3,Tibial shaft,14221
XA2EN5,Tibial spine,14222
XA1HS9,Medial malleolus,14223
XA3450,Posterior malleolus,14224
XA3KT5,Fibula,14225
XA0K77,Fibular head,14226
XA5G97,Fibular shaft,14227
XA4UL1,Lateral malleolus,14228
XA7NN4,Tarsal bone,14229
XA5LU2,Calcaneus,14230
XA57V1,Anterior process of calcaneus,14231
XA62P4,Tuberosity of calcaneus,14232
XA1LF4,Talus,14233
XA1N98,Dome of the talus,14234
XA6L02,Neck of the talus,14235
XA3MT9,Posterior process of the talus,14236
XA84E6,Navicular bone,14237
XA4J74,Medial cuneiform bone,14238
XA4046,Intermediate cuneiform bone,14239
XA8462,Lateral cuneiform bone,14240
XA0LW4,Cuboid bone,14241
XA43L9,Bone of ankle,14242
XA6UL8,Tarsal canal,14243
XA6VH2,Metatarsal bone,14244
XA39M2,Phalanx of the foot,14245
XA6U96,Proximal phalanx of the toe,14246
XA8KC3,Proximal phalanx of great toe,14247
XA0AQ0,Proximal phalanx of second toe,14248
XA11P1,Proximal phalanx of third toe,14249
XA8CX6,Proximal phalanx of fourth toe,14250
XA8PK1,Proximal phalanx of fifth toe,14251
XA8539,Middle phalanx of toe,14252
XA1UN2,Middle phalanx of second toe,14253
XA9YP5,Middle phalanx of third toe,14254
XA2SX4,Middle phalanx of fourth toe,14255
XA90F0,Middle phalanx of fifth toe,14256
XA4352,Distal phalanx of the toe,14257
XA2AC2,Distal phalanx of great toe,14258
XA3QM7,Distal phalanx of second toe,14259
XA38Q1,Distal phalanx of third toe,14260
XA8XV0,Distal phalanx of fourth toe,14261
XA6ED4,Distal phalanx of fifth toe,14262
XA7948,Joints and ligaments,14263
XA7948,Joints and ligaments of the head and neck,14264
XA6UT2,Joints of the head,14265
XA65F2,Atlantooccipital joint,14266
XA7EM1,Atlantoaxial joint,14267
XA1LE7,Ligaments of the head and neck,14268
XA68Z9,Anterior atlantoaxial ligament,14269
XA4XK9,Anterior atlantooccipital ligament,14270
XA9F16,Anterior longitudinal ligament,14271
XA3K95,Apical odontoid ligament,14272
XA3XV5,Articular capsules,14273
XA3ZW3,Interarticular ligament,14274
XA9M15,Interspinal ligament,14275
XA9NZ1,Intertransverse ligament,14276
XA5180,Intervertebral fibrocartilage ligament,14277
XA97L7,Lateral atlantooccipital ligament,14278
XA72L3,Ligamenta flava,14279
XA6RG7,Ligamentum nuchae,14280
XA3J99,Occipitoaxial ligament,14281
XA1CC5,Posterior atlantoaxial ligament,14282
XA80K5,Posterior atlantooccipital ligament,14283
XA8E20,Posterior longitudinal ligament,14284
XA4FR7,Sphenomandibular ligament,14285
XA4WM3,Stylomandibular ligament,14286
XA7WU3,Supraspinal ligament,14287
XA4WJ7,Temporomandibular ligament,14288
XA8389,Transverse ligament of the atlas,14289
XA33F9,Thyrohyoid ligament,14290
XA2EL4,Joints and ligaments of the thorax,14291
XA2NG8,Joints of the thorax,14292
XA83N6,Sternocostal joint,14293
XA30Q4,Costochondral joint,14294
XA0892,Costovertebral joint,14295
XA7AR2,Costotransverse joint,14296
XA0ZE4,Facet joint,14297
XA2UN9,Ligaments of the thorax,14298
XA70E9,Anterior costotransverse ligament,14299
XA0QM2,Anterior intersternal ligament,14300
XA8V32,Anterior ligament of the spine,14301
XA5G44,Costotransverse ligament,14302
XA2S05,Costoxiphoid ligament,14303
XA4356,Iliolumbar ligament,14304
XA70A1,Interarticular sternocostal ligament,14305
XA8D15,Interchondral ligament,14306
XA6ZD7,Ligament of the neck of the rib,14307
XA81P3,Ligament of the tubercle of the rib,14308
XA4A37,Posterior costotransverse ligament,14309
XA8B33,Lumbocostal ligament,14310
XA26A7,Posterior intersternal ligament,14311
XA8RC0,Radiate ligament,14312
XA43Z7,Radiate sternocostal ligament,14313
XA6KC7,Joints and ligaments of the pelvis and perineum,14314
XA1TL5,Joints of the pelvis,14315
XA5A04,Lumbosacral joint,14316
XA70B6,Sacrococcygeal joint,14317
XA3T32,Sacroiliac joint,14318
XA9TF3,Ligaments of the pelvis and perineum,14319
XA5S21,Anterior pubic ligament,14320
XA10C4,Anterior sacroiliac ligament,14321
XA9621,Arcuate pubic ligament,14322
XA0EJ9,Broad ligament of the uterus,14323
XA6VF6,Mesovarium,14324
XA9TX2,Parovarian region,14325
XA6CV1,Mesosalpinx,14326
XA3AN2,Mesometrium,14327
XA46Z2,Interarticular ligament of the pelvis,14328
XA02T6,Interosseous sacroiliac ligament,14329
XA1NT7,Ligamentum teres of the Liver,14330
XA92G5,Posterior pubic ligament,14331
XA6RS4,Posterior sacroiliac ligament,14332
XA69U0,Long posterior sacroiliac ligament,14333
XA9HV6,Short posterior sacroiliac ligament,14334
XA1UP6,Pubic symphysis,14335
XA23X3,Round ligament of uterus,14336
XA8GZ2,Sacrococcygeal ligament,14337
XA2MA4,Anterior sacrococcygeal ligament,14338
XA4B16,Lateral sacrococcygeal ligament,14339
XA2U92,Posterior sacrococcygeal ligament,14340
XA8J68,Sacrospinous ligament,14341
XA6396,Sacrotuberous ligament,14342
XA68K7,Superior pubic ligament,14343
XA4T57,Uterine ligament,14344
XA2NB2,Uterosacral ligament,14345
XA4XC0,Joints and ligaments of the upper extremity,14346
XA4U90,Joints of the upper extremity,14347
XA05J7,Shoulder joint,14348
XA49P8,Glenohumeral joint,14349
XA69U6,Acromioclavicular joint,14350
XA0CH1,Sternoclavicular joint,14351
XA69H4,Elbow joint,14352
XA3G42,Proximal radioulnar joint,14353
XA46J3,Humeroulnar joint,14354
XA53P1,Humeroradial joint,14355
XA64C3,Wrist joint,14356
XA78S6,Distal radioulnar joint,14357
XA0P38,Radiocarpal joint,14358
XA62V5,Joints of the hand,14359
XA3MB4,Carpal joint,14360
XA0E90,Intercarpal joint,14361
XA4AS7,Midcarpal joint,14362
XA0JX0,Carpometacarpal joint,14363
XA9DN6,Intermetacarpal joint,14364
XA86T5,Metacarpophalangeal joint,14365
XA3M83,First metacarpophalangeal joint,14366
XA9YH1,Second metacarpophalangeal joint,14367
XA6HB0,Third metacarpophalangeal joint,14368
XA7XA8,Fourth metacarpophalangeal joint,14369
XA7KA0,Fifth metacarpophalangeal joint,14370
XA9291,Interphalangeal joint of the hand,14371
XA6L43,Interphalangeal joint of the thumb,14372
XA1307,Proximal interphalangeal joint of finger,14373
XA1DN6,Proximal interphalangeal joint of index finger,14374
XA3NW6,Proximal interphalangeal joint of middle finger,14375
XA0BF5,Proximal interphalangeal joint of ring finger,14376
XA4175,Proximal interphalangeal joint of little finger,14377
XA4U75,Distal interphalangeal joint of finger,14378
XA6KB0,Distal interphalangeal joint of index finger,14379
XA15C8,Distal interphalangeal joint of middle finger,14380
XA0LT5,Distal interphalangeal joint of ring finger,14381
XA1928,Distal interphalangeal joint of little finger,14382
XA4BC2,Ligaments of the upper extremity,14383
XA93X9,Ligament of the shoulder,14384
XA2H23,Acromioclavicular ligament,14385
XA49Z7,Inferior acromioclavicular ligament,14386
XA8RC9,Superior acromioclavicular ligament,14387
XA01C8,Anterior ligament of the shoulder,14388
XA2JQ3,Anterior sternoclavicular ligament,14389
XA8MA3,Coracoacromial ligament,14390
XA9WP5,Coracoclavicular ligament,14391
XA4PU7,Conoid ligament,14392
XA5SJ7,Trapezoid ligament,14393
XA5EW9,Coracohumeral ligament,14394
XA1PK9,Costoclavicular ligament,14395
XA8H81,Glenohumeral ligament,14396
XA5Z24,Glenoidal labrum ligament,14397
XA84L3,Interclavicular ligament,14398
XA3PT9,Posterior sternoclavicular ligament,14399
XA6EG3,Rotator cuff capsule,14400
XA6EE7,Spinoglenoid ligament,14401
XA5MU7,Suprascapular ligament,14402
XA9C92,Transverse humeral ligament,14403
XA5Y12,Ligament of the elbow,14404
XA0JJ8,Annular ligament,14405
XA4S76,Ligament of Struthers,14406
XA16Y4,Posterior ligament of elbow,14407
XA8B40,Quadrate ligament,14408
XA9WJ8,Radial collateral ligament,14409
XA9220,Ulnar collateral ligament,14410
XA6SA0,Interosseous membrane of forearm,14411
XA9Y28,Ligament of the wrist and hand,14412
XA9MY7,Collateral carpal ligament,14413
XA0K88,Collateral metacarpophalangeal ligament,14414
XA20K5,Dorsal carpometacarpal ligament,14415
XA0PE4,Dorsal intercarpal ligament,14416
XA0WZ1,Dorsal intermetacarpal ligament,14417
XA2PN5,Dorsal metacarpophalangeal ligament,14418
XA7Q52,Dorsal radiocarpal ligament,14419
XA52E8,Interosseous ligament,14420
XA10U4,Palmar aponeurosis,14421
XA1Z72,Pisohamate ligament,14422
XA3VJ3,Pisometacarpal ligament,14423
XA0PY0,Radioulnar ligament,14424
XA4396,Dorsal radioulnar ligament,14425
XA2940,Volar radioulnar ligament,14426
XA3SZ9,Transverse metacarpal ligament,14427
XA3K32,Ulnocarpal ligament,14428
XA1PU7,Volar carpometacarpal ligament,14429
XA47N4,Volar intercarpal ligaments,14430
XA1LF5,Volar intermetacarpal ligament,14431
XA3VN5,Volar metacarpophalangeal ligament,14432
XA0492,Volar radiocarpal ligament,14433
XA5ST4,Joints and ligaments of the lower extremity,14434
XA7L41,Joints of lower extremity,14435
XA4XS4,Hip joint,14436
XA8RL1,Knee joint,14437
XA0LC4,Tibiofemoral joint,14438
XA0VJ4,Patellofemoral joint,14439
XA0LG3,Proximal tibiofibular joint,14440
XA8VV2,Semilunar cartilage,14441
XA6HQ4,Lateral meniscus of knee joint,14442
XA7LB6,Medial meniscus of knee joint,14443
XA27P3,Ankle joint,14444
XA8MM7,Talocrural joint,14445
XA2K81,Distal tibiofibular joint,14446
XA7SZ8,Subtalar joint,14447
XA22T0,Joint of the foot,14448
XA2YS1,Intertarsal joint,14449
XA4JJ1,Calcaneocuboid joint,14450
XA0WY5,Talocalcaneonavicular joint,14451
XA6NT7,Cuneonavicular joint,14452
XA1N77,Cuboideonavicular joint,14453
XA9SD1,Intercuneiform joint,14454
XA2FA3,Cuneocuboid joint,14455
XA2MY1,Tarsometatarsal joint,14456
XA6FF3,Intermetatarsal joint,14457
XA8XU1,Metatarsophalangeal joint,14458
XA7NJ7,First metatarsophalangeal joint,14459
XA58K5,Second metatarsophalangeal joint,14460
XA2792,Third metatarsophalangeal joint,14461
XA7QC6,Fourth metatarsophalangeal joint,14462
XA5A23,Fifth metatarsophalangeal joint,14463
XA04T7,Interphalangeal joint of the foot,14464
XA87P9,Interphalangeal joint of great toe,14465
XA5573,Proximal interphalangeal joint of the foot,14466
XA56K9,Proximal interphalangeal joint of second toe,14467
XA2QY2,Proximal interphalangeal joint of third toe,14468
XA2R87,Proximal interphalangeal joint of fourth toe,14469
XA1LM0,Proximal interphalangeal joint of fifth toe,14470
XA0RK3,Distal interphalangeal joint of the foot,14471
XA8UM5,Distal interphalangeal joint of second toe,14472
XA43F0,Distal interphalangeal joint of third toe,14473
XA8NU9,Distal interphalangeal joint of fourth toe,14474
XA39U1,Distal interphalangeal joint of fifth toe,14475
XA7U26,Ligaments of the lower extremity,14476
XA1A66,Ligament of the hip,14477
XA1F23,Iliofemoral ligament,14478
XA6KC6,Iliotibial ligament,14479
XA6TZ6,Iliotrochanteric ligament,14480
XA5HX9,Ischiocapsular ligament,14481
XA13S4,Ligamentum teres femoris,14482
XA3GE8,Pubofemoral ligament,14483
XA9J44,Transverse acetabular ligament,14484
XA8P38,Ligament of the knee,14485
XA0ZC8,Anterior cruciate ligament,14486
XA04S7,Coronary ligament,14487
XA4YJ0,Fibular collateral ligament,14488
XA87R6,Oblique popliteal ligament,14489
XA3772,Patellar ligament,14490
XA4635,Posterior cruciate ligament,14491
XA7LD2,Tibial collateral ligament,14492
XA71L7,Transverse ligament of the knee,14493
XA2F70,Ligament of the ankle or foot,14494
XA93X1,Anterior inferior ligament,14495
XA84J2,Anterior talofibular ligament,14496
XA1259,Anterior tibiofibular ligament,14497
XA5EY2,Bifurcated ligament,14498
XA3154,Calcaneofibular ligament,14499
XA59Z4,Collateral ligament of the foot,14500
XA2314,Cuneometatarsal ligament,14501
XA9YS6,Deltoid ligament,14502
XA42X4,Dorsal calcaneocuboid ligament,14503
XA6Q67,Dorsal cuboideonavicular ligament,14504
XA3TS2,Dorsal intermetatarsal ligament,14505
